Rented Bike Count,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,DateTime,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter
153,-1.1372036,-1.0424829,-0.79605883,0.62008303,-1.3533171,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-18 23:00:00,0.0,0.0,0.0,1.0
148,-1.1706928,-0.9442571,-0.02403749,0.6496755,-1.3303456,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 00:00:00,0.0,0.0,0.0,1.0
101,-1.1958097,-0.7969184,-0.60305345,0.60528684,-1.2767452,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 01:00:00,0.0,0.0,0.0,1.0
59,-1.1958097,-0.8460313,-0.60305345,0.23866972,-1.2997167,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 02:00:00,0.0,0.0,0.0,1.0
42,-1.1958097,-0.8460313,-0.12054017,0.71214837,-1.2997167,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 03:00:00,0.0,0.0,0.0,1.0
50,-1.2376713,-0.6986926,-0.98906416,0.7729772,-1.269088,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 04:00:00,0.0,0.0,0.0,1.0
59,-1.229299,-0.6986926,-1.1820695,0.6989962,-1.2614309,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 05:00:00,0.0,0.0,0.0,1.0
139,-1.1958097,-0.6004668,-1.3750747,0.35210732,-1.1925162,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 06:00:00,0.0,0.0,0.0,1.0
349,-1.1539482,-0.6495797,-0.79605883,0.6299472,-1.1772017,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 07:00:00,0.0,0.0,0.0,1.0
646,-1.179065,-0.35490236,-0.89256144,0.59706676,-1.0776583,-0.59757423,-0.13179988,-0.1718911,False,True,2018-02-19 08:00:00,0.0,0.0,0.0,1.0
347,-1.1288313,-0.7478055,-1.1820695,0.26168603,-1.2001734,-0.05653383,-0.13179988,-0.1718911,False,True,2018-02-19 09:00:00,0.0,0.0,0.0,1.0
235,-0.86091757,-0.6495797,-0.5065508,-0.34002638,-0.93217176,0.6917135,-0.13179988,-0.1718911,False,True,2018-02-19 10:00:00,0.0,0.0,0.0,1.0
314,-0.7185883,-0.6986926,0.55497843,-0.5685456,-0.84028554,1.3824034,-0.13179988,-0.1718911,False,True,2018-02-19 11:00:00,0.0,0.0,0.0,1.0
361,-0.6850991,-0.7478055,0.36197302,-0.50278467,-0.8326283,0.933455,-0.13179988,-0.1718911,False,True,2018-02-19 12:00:00,0.0,0.0,0.0,1.0
332,-0.6516099,-0.8460313,0.072465084,-0.5586814,-0.8479427,0.53055257,-0.13179988,-0.1718911,False,True,2018-02-19 13:00:00,0.0,0.0,0.0,1.0
373,-0.60974836,-0.99337,-0.12054017,-0.5751217,-0.89388585,0.6111331,-0.13179988,-0.1718911,False,True,2018-02-19 14:00:00,0.0,0.0,0.0,1.0
392,-0.5511422,-1.1407087,0.84448636,-0.7329479,-0.9245146,0.7262481,-0.13179988,-0.1718911,False,True,2018-02-19 15:00:00,0.0,0.0,0.0,1.0
403,-0.5511422,-1.1407087,1.1339945,-0.525801,-0.9245146,0.6111331,-0.13179988,-0.1718911,False,True,2018-02-19 16:00:00,0.0,0.0,0.0,1.0
522,-0.6013761,-1.0915958,1.230497,-0.598138,-0.93982893,0.0010236745,-0.13179988,-0.1718911,False,True,2018-02-19 17:00:00,0.0,0.0,0.0,1.0
819,-0.6850991,-0.7478055,0.6514812,-0.8200811,-0.8326283,-0.43641323,-0.13179988,-0.1718911,False,True,2018-02-19 18:00:00,0.0,0.0,0.0,1.0
533,-0.7771945,-0.15845075,-0.12054017,-1.1653259,-0.6641702,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 19:00:00,0.0,0.0,0.0,1.0
417,-0.8776621,0.08711372,0.16896777,-1.2754755,-0.656513,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 20:00:00,0.0,0.0,0.0,1.0
388,-0.9278959,0.2344524,-0.5065508,-1.3691847,-0.656513,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 21:00:00,0.0,0.0,0.0,1.0
357,-0.99487436,0.5291298,-0.98906416,-1.4990627,-0.618227,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 22:00:00,0.0,0.0,0.0,1.0
218,-1.0367359,0.7255814,-0.21704286,-1.5977039,-0.5952555,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-19 23:00:00,0.0,0.0,0.0,1.0
177,-1.0785974,0.8238072,0.55497843,-1.7144296,-0.6105699,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 00:00:00,0.0,0.0,0.0,1.0
172,-1.120459,0.87292004,-0.12054017,-1.7012775,-0.6335414,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 01:00:00,0.0,0.0,0.0,1.0
115,-1.1455759,0.87292004,-0.89256144,-1.670041,-0.656513,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 02:00:00,0.0,0.0,0.0,1.0
63,-1.1874374,1.0693717,-0.98906416,-1.7177176,-0.64119864,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 03:00:00,0.0,0.0,0.0,1.0
64,-1.2125543,1.2167103,-1.0855669,-1.7571743,-0.62588423,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 04:00:00,0.0,0.0,0.0,1.0
79,-1.229299,1.1675974,-0.41004825,-1.745666,-0.6488558,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 05:00:00,0.0,0.0,0.0,1.0
164,-1.2544159,1.1675974,0.072465084,-1.7358019,-0.6718273,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 06:00:00,0.0,0.0,0.0,1.0
404,-1.262788,0.87292004,0.16896777,-1.4957745,-0.7560564,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 07:00:00,0.0,0.0,0.0,1.0
727,-1.2544159,0.6273556,-0.02403749,-1.3593206,-0.81731397,-0.5860627,-0.13179988,-0.1718911,False,True,2018-02-20 08:00:00,0.0,0.0,0.0,1.0
384,-1.1958097,-0.10933786,-0.31354555,-1.1965624,-1.0010865,-0.03351079,-0.13179988,-0.1718911,False,True,2018-02-20 09:00:00,0.0,0.0,0.0,1.0
265,-0.9865021,-0.99337,1.3269997,-0.41565144,-1.2001734,0.64566755,-0.13179988,-0.1718911,False,True,2018-02-20 10:00:00,0.0,0.0,0.0,1.0
322,-0.8441729,-1.1407087,2.0990212,-0.28248557,-1.1618874,1.3133345,-0.13179988,-0.1718911,False,True,2018-02-20 11:00:00,0.0,0.0,0.0,1.0
356,-0.7437053,-1.7300636,1.7130103,0.5724064,-1.4834894,1.6817024,-0.13179988,-0.1718911,False,True,2018-02-20 12:00:00,0.0,0.0,0.0,1.0
370,-0.72696066,-1.7791764,2.0990212,0.616795,-1.5064609,1.8889095,-0.13179988,-0.1718911,False,True,2018-02-20 13:00:00,0.0,0.0,0.0,1.0
335,-0.6599822,-1.8774022,1.9060158,0.70557225,-1.5447469,1.7853057,-0.13179988,-0.1718911,False,True,2018-02-20 14:00:00,0.0,0.0,0.0,1.0
431,-0.626493,-1.975628,1.9060158,0.82723,-1.6136615,1.439961,-0.13179988,-0.1718911,False,True,2018-02-20 15:00:00,0.0,0.0,0.0,1.0
393,-0.6516099,-2.024741,1.6165078,0.9258713,-1.6902333,0.7262481,-0.13179988,-0.1718911,False,True,2018-02-20 16:00:00,0.0,0.0,0.0,1.0
514,-0.7520776,-1.9265151,1.809513,0.9258713,-1.6596047,0.012535161,-0.13179988,-0.1718911,False,True,2018-02-20 17:00:00,0.0,0.0,0.0,1.0
764,-0.81068367,-1.8774022,1.1339945,0.9258713,-1.6596047,-0.47094774,-0.13179988,-0.1718911,False,True,2018-02-20 18:00:00,0.0,0.0,0.0,1.0
522,-0.8692898,-1.8282893,0.45847583,0.9258713,-1.6596047,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 19:00:00,0.0,0.0,0.0,1.0
358,-0.9278959,-1.9265151,1.3269997,0.9258713,-1.797434,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 20:00:00,0.0,0.0,0.0,1.0
415,-0.9865021,-1.8282893,-0.12054017,0.9258713,-1.7514908,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 21:00:00,0.0,0.0,0.0,1.0
319,-1.0367359,-1.7791764,1.1339945,0.9258713,-1.7514908,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 22:00:00,0.0,0.0,0.0,1.0
242,-1.120459,-1.5827248,1.520005,0.9258713,-1.6672618,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-20 23:00:00,0.0,0.0,0.0,1.0
171,-1.1958097,-1.484499,1.6165078,0.9094311,-1.6596047,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 00:00:00,0.0,0.0,0.0,1.0
162,-1.262788,-1.3371602,-0.60305345,0.8765507,-1.6136615,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 01:00:00,0.0,0.0,0.0,1.0
105,-1.3213943,-1.3371602,-0.12054017,0.8124337,-1.6672618,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 02:00:00,0.0,0.0,0.0,1.0
59,-1.3632557,-1.2880473,-0.79605883,0.8880588,-1.6672618,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 03:00:00,0.0,0.0,0.0,1.0
50,-1.396745,-1.2880473,-0.60305345,0.9258713,-1.6978906,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 04:00:00,0.0,0.0,0.0,1.0
63,-1.4134897,-1.1407087,0.072465084,0.9258713,-1.628976,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 05:00:00,0.0,0.0,0.0,1.0
159,-1.4134897,-1.1898216,1.6165078,0.9258713,-1.6519475,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 06:00:00,0.0,0.0,0.0,1.0
385,-1.4218618,-1.1407087,1.7130103,0.8929909,-1.636633,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 07:00:00,0.0,0.0,0.0,1.0
718,-1.4386065,-1.0915958,0.16896777,0.8518903,-1.6213187,-0.5860627,-0.13179988,-0.1718911,False,True,2018-02-21 08:00:00,0.0,0.0,0.0,1.0
373,-1.396745,-1.484499,-0.02403749,0.7680451,-1.8127484,0.07009267,-0.13179988,-0.1718911,False,True,2018-02-21 09:00:00,0.0,0.0,0.0,1.0
244,-1.229299,-1.6318377,0.84448636,0.7828413,-1.7821198,0.6917135,-0.13179988,-0.1718911,False,True,2018-02-21 10:00:00,0.0,0.0,0.0,1.0
276,-1.0618528,-1.7791764,0.45847583,0.7729772,-1.7668053,1.1521735,-0.13179988,-0.1718911,False,True,2018-02-21 11:00:00,0.0,0.0,0.0,1.0
351,-0.89440674,-2.024741,0.26547045,0.6365233,-1.8740059,1.6356565,-0.13179988,-0.1718911,False,True,2018-02-21 12:00:00,0.0,0.0,0.0,1.0
299,-0.83580065,-2.1720796,1.520005,0.9258713,-1.996521,1.808329,-0.13179988,-0.1718911,False,True,2018-02-21 13:00:00,0.0,0.0,0.0,1.0
365,-0.80231136,-2.1720796,1.1339945,0.90121096,-1.9735495,2.2112312,-0.13179988,-0.1718911,False,True,2018-02-21 14:00:00,0.0,0.0,0.0,1.0
366,-0.72696066,-2.1229668,0.94098914,0.91765124,-1.8586916,1.8889095,-0.13179988,-0.1718911,False,True,2018-02-21 15:00:00,0.0,0.0,0.0,1.0
409,-0.7688222,-2.1720796,2.0990212,0.9258713,-1.9505777,1.3133345,-0.13179988,-0.1718911,False,True,2018-02-21 16:00:00,0.0,0.0,0.0,1.0
469,-0.81905603,-2.1720796,1.9060158,0.9258713,-1.9888637,0.4960181,-0.13179988,-0.1718911,False,True,2018-02-21 17:00:00,0.0,0.0,0.0,1.0
784,-0.9278959,-2.0738537,1.6165078,0.9258713,-1.9505777,-0.29827526,-0.13179988,-0.1718911,False,True,2018-02-21 18:00:00,0.0,0.0,0.0,1.0
460,-1.0869697,-0.9442571,1.0374917,0.9258713,-1.2614309,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 19:00:00,0.0,0.0,0.0,1.0
356,-1.1706928,-0.7478055,-0.21704286,0.9258713,-1.2384593,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 20:00:00,0.0,0.0,0.0,1.0
345,-1.2125543,-0.30578947,0.45847583,0.9258713,-1.0853156,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 21:00:00,0.0,0.0,0.0,1.0
299,-1.262788,-0.15845075,-0.31354555,0.9258713,-1.0776583,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 22:00:00,0.0,0.0,0.0,1.0
223,-1.3046496,-0.011112073,-0.60305345,0.9258713,-1.062344,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-21 23:00:00,0.0,0.0,0.0,1.0
195,-1.3046496,-0.011112073,-0.02403749,0.9258713,-1.062344,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 00:00:00,0.0,0.0,0.0,1.0
190,-1.262788,-0.011112073,-0.6995562,0.9258713,-1.024058,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 01:00:00,0.0,0.0,0.0,1.0
116,-1.3213943,-0.060224965,-1.6645828,0.90121096,-1.0929726,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 02:00:00,0.0,0.0,0.0,1.0
71,-1.3130219,-0.060224965,-1.1820695,0.91765124,-1.0853156,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 03:00:00,0.0,0.0,0.0,1.0
66,-1.2795328,-0.011112073,-1.3750747,0.9258713,-1.0393724,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 04:00:00,0.0,0.0,0.0,1.0
75,-1.2795328,0.038000822,-0.60305345,0.89956695,-1.024058,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 05:00:00,0.0,0.0,0.0,1.0
151,-1.3297665,0.18533951,-0.89256144,0.91929525,-1.0164008,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 06:00:00,0.0,0.0,0.0,1.0
373,-1.3883727,0.28356528,-0.98906416,0.7466728,-1.0393724,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 07:00:00,0.0,0.0,0.0,1.0
783,-1.3800004,0.2344524,-0.79605883,0.05947122,-1.0470296,-0.5745512,-0.13179988,-0.1718911,False,True,2018-02-22 08:00:00,0.0,0.0,0.0,1.0
383,-1.2376713,-0.35490236,-0.79605883,0.35703936,-1.1312586,0.012535161,-0.13179988,-0.1718911,False,True,2018-02-22 09:00:00,0.0,0.0,0.0,1.0
259,-1.0032467,-0.6986926,-0.60305345,0.63981134,-1.0776583,0.680202,-0.13179988,-0.1718911,False,True,2018-02-22 10:00:00,0.0,0.0,0.0,1.0
308,-0.8525452,-0.6986926,-0.79605883,0.53294986,-0.94748616,1.0140356,-0.13179988,-0.1718911,False,True,2018-02-22 11:00:00,0.0,0.0,0.0,1.0
352,-0.6767268,-0.55135393,0.84448636,-0.10493108,-0.73308486,1.324846,-0.13179988,-0.1718911,False,True,2018-02-22 12:00:00,0.0,0.0,0.0,1.0
316,-0.70184374,-0.35490236,2.0025184,-0.5405972,-0.6718273,0.5881101,-0.13179988,-0.1718911,False,True,2018-02-22 13:00:00,0.0,0.0,0.0,1.0
331,-0.6767268,-0.4040152,2.4850318,-0.4419558,-0.6718273,0.5075296,-0.13179988,-0.1718911,False,True,2018-02-22 14:00:00,0.0,0.0,0.0,1.0
356,-0.6599822,-0.45312813,2.5815346,-0.4912765,-0.67948455,0.4499721,-0.13179988,-0.1718911,False,True,2018-02-22 15:00:00,0.0,0.0,0.0,1.0
404,-0.6599822,-0.4040152,2.4850318,-0.5192249,-0.656513,0.19671915,-0.13179988,-0.1718911,False,True,2018-02-22 16:00:00,0.0,0.0,0.0,1.0
465,-0.6934715,-0.30578947,2.0990212,-0.6211543,-0.6488558,-0.0795568,-0.13179988,-0.1718911,False,True,2018-02-22 17:00:00,0.0,0.0,0.0,1.0
730,-0.7520776,-0.10933786,2.1955237,-0.71157557,-0.618227,-0.44792473,-0.13179988,-0.1718911,False,True,2018-02-22 18:00:00,0.0,0.0,0.0,1.0
499,-0.78556675,0.08711372,0.94098914,-0.82336915,-0.57994115,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 19:00:00,0.0,0.0,0.0,1.0
348,-0.8274283,0.18533951,0.6514812,-0.75925225,-0.57994115,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 20:00:00,0.0,0.0,0.0,1.0
393,-0.83580065,0.28356528,0.7479838,-0.46497214,-0.5569695,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 21:00:00,0.0,0.0,0.0,1.0
346,-0.83580065,0.3326782,0.55497843,-0.47154823,-0.5416552,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 22:00:00,0.0,0.0,0.0,1.0
202,-0.83580065,0.2344524,0.84448636,-0.30221385,-0.5722839,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-22 23:00:00,0.0,0.0,0.0,1.0
42,-0.93626827,1.3640491,0.94098914,-2.2733974,-0.33491108,-0.65513176,0.22276963,0.74402493,False,True,2018-02-23 00:00:00,0.0,0.0,0.0,1.0
55,-1.0283636,1.8551779,0.36197302,-2.16818,-0.31193954,-0.65513176,-0.13179988,8.987269,False,True,2018-02-23 01:00:00,0.0,0.0,0.0,1.0
62,-1.0199913,1.9042908,-0.31354555,-2.0383022,-0.29662514,-0.65513176,-0.13179988,9.2162485,False,True,2018-02-23 02:00:00,0.0,0.0,0.0,1.0
32,-1.0032467,1.9042908,-0.5065508,-1.9626771,-0.28131077,-0.65513176,3.1479683,9.2162485,False,True,2018-02-23 03:00:00,0.0,0.0,0.0,1.0
36,-0.9865021,1.8551779,0.7479838,-1.9659652,-0.27365357,-0.65513176,-0.13179988,8.75829,False,True,2018-02-23 04:00:00,0.0,0.0,0.0,1.0
39,-0.99487436,1.6096134,-0.98906416,-1.9396608,-0.33491108,-0.65513176,-0.13179988,8.529311,False,True,2018-02-23 05:00:00,0.0,0.0,0.0,1.0
63,-1.0451082,1.806065,-1.3750747,-2.0383022,-0.33491108,-0.65513176,-0.13179988,8.529311,False,True,2018-02-23 06:00:00,0.0,0.0,0.0,1.0
174,-1.0869697,1.9042908,-1.1820695,-2.0678945,-0.35022548,-0.65513176,-0.13179988,8.529311,False,True,2018-02-23 07:00:00,0.0,0.0,0.0,1.0
391,-1.095342,1.9042908,-1.2785721,-2.0383022,-0.35788265,-0.59757423,-0.13179988,8.300332,False,True,2018-02-23 08:00:00,0.0,0.0,0.0,1.0
214,-1.0367359,1.756952,-1.0855669,-2.0350142,-0.33491108,-0.22920628,-0.13179988,8.300332,False,True,2018-02-23 09:00:00,0.0,0.0,0.0,1.0
184,-0.89440674,1.2167103,-0.89256144,-1.9988456,-0.33491108,0.40392616,-0.13179988,8.300332,False,True,2018-02-23 10:00:00,0.0,0.0,0.0,1.0
230,-0.7604498,0.6764685,-0.79605883,-1.9741852,-0.36553985,0.6111331,-0.13179988,7.6133957,False,True,2018-02-23 11:00:00,0.0,0.0,0.0,1.0
283,-0.6348653,0.5782427,-0.79605883,-1.9906255,-0.29662514,1.3363575,-0.13179988,3.7207522,False,True,2018-02-23 12:00:00,0.0,0.0,0.0,1.0
304,-0.51765305,0.28356528,0.26547045,-1.9659652,-0.28896797,1.578099,-0.13179988,1.2019831,False,True,2018-02-23 13:00:00,0.0,0.0,0.0,1.0
312,-0.42555767,-0.060224965,0.36197302,-1.9067804,-0.3272539,0.9449665,-0.13179988,-0.1718911,False,True,2018-02-23 14:00:00,0.0,0.0,0.0,1.0
312,-0.3920685,0.18533951,-1.0855669,-1.883764,-0.21239607,0.7492711,-0.13179988,-0.1718911,False,True,2018-02-23 15:00:00,0.0,0.0,0.0,1.0
354,-0.38369617,0.08711372,0.94098914,-1.7801906,-0.24302483,-0.24071777,-0.13179988,-0.1718911,False,True,2018-02-23 16:00:00,0.0,0.0,0.0,1.0
470,-0.4171854,0.4800169,2.3885288,-1.7834786,-0.13582419,-0.34432125,-0.13179988,-0.1718911,False,True,2018-02-23 17:00:00,0.0,0.0,0.0,1.0
669,-0.45067462,0.5782427,3.1605504,-1.74731,-0.13582419,-0.5630397,-0.13179988,-0.1718911,False,True,2018-02-23 18:00:00,0.0,0.0,0.0,1.0
421,-0.50090843,0.7255814,1.9060158,-1.7555302,-0.13582419,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-23 19:00:00,0.0,0.0,0.0,1.0
295,-0.54276997,0.92203295,1.0374917,-1.8426634,-0.112852626,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-23 20:00:00,0.0,0.0,0.0,1.0
321,-0.5762592,1.0202588,0.94098914,-1.8591037,-0.112852626,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-23 21:00:00,0.0,0.0,0.0,1.0
291,-0.6013761,1.1184845,0.7479838,-1.88212,-0.112852626,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-23 22:00:00,0.0,0.0,0.0,1.0
243,-0.6181207,1.0693717,0.94098914,-1.9380168,-0.13582419,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-23 23:00:00,0.0,0.0,0.0,1.0
226,-0.6934715,1.1675974,1.230497,-1.9676092,-0.18176731,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 00:00:00,0.0,0.0,0.0,1.0
263,-0.7437053,1.2167103,-0.02403749,-1.9758292,-0.21239607,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 01:00:00,0.0,0.0,0.0,1.0
197,-0.7688222,1.1675974,-0.12054017,-1.9856935,-0.24302483,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 02:00:00,0.0,0.0,0.0,1.0
133,-0.78556675,1.1675974,1.1339945,-2.0054216,-0.2583392,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 03:00:00,0.0,0.0,0.0,1.0
63,-0.8525452,1.1675974,1.0374917,-1.9972016,-0.31193954,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 04:00:00,0.0,0.0,0.0,1.0
58,-0.9278959,1.2658232,0.94098914,-2.0103538,-0.35788265,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 05:00:00,0.0,0.0,0.0,1.0
72,-0.9781298,1.2167103,0.7479838,-1.9593891,-0.41148296,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 06:00:00,0.0,0.0,0.0,1.0
108,-1.0283636,1.3640491,-0.12054017,-2.0152857,-0.41914013,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 07:00:00,0.0,0.0,0.0,1.0
203,-1.0785974,0.92203295,1.0374917,-1.887052,-0.57994115,-0.5860627,-0.13179988,-0.1718911,False,True,2018-02-24 08:00:00,0.0,0.0,0.0,1.0
253,-1.0283636,0.28356528,2.0025184,-1.6552448,-0.7254277,0.09311564,-0.13179988,-0.1718911,False,True,2018-02-24 09:00:00,0.0,0.0,0.0,1.0
259,-1.011619,0.08711372,1.1339945,-1.5450952,-0.77137077,0.16218463,-0.13179988,-0.1718911,False,True,2018-02-24 10:00:00,0.0,0.0,0.0,1.0
298,-0.89440674,-0.4040152,0.6514812,-1.3626087,-0.8555999,0.6111331,-0.13179988,-0.1718911,False,True,2018-02-24 11:00:00,0.0,0.0,0.0,1.0
363,-0.7437053,-1.0424829,-0.31354555,-1.1077851,-1.0317152,1.3593805,-0.13179988,-0.1718911,False,True,2018-02-24 12:00:00,0.0,0.0,0.0,1.0
412,-0.6348653,-1.4353861,0.36197302,-0.7066435,-1.1772017,1.7392598,-0.13179988,-0.1718911,False,True,2018-02-24 13:00:00,0.0,0.0,0.0,1.0
454,-0.50090843,-1.9265151,0.16896777,0.6677597,-1.4681749,2.0615816,-0.13179988,-0.1718911,False,True,2018-02-24 14:00:00,0.0,0.0,0.0,1.0
467,-0.51765305,-1.6809506,0.94098914,0.16304468,-1.2614309,1.5896105,-0.13179988,-0.1718911,False,True,2018-02-24 15:00:00,0.0,0.0,0.0,1.0
509,-0.58463144,-1.8282893,1.230497,0.7022842,-1.4452034,0.88740903,-0.13179988,-0.1718911,False,True,2018-02-24 16:00:00,0.0,0.0,0.0,1.0
462,-0.6683545,-1.484499,1.3269997,0.06604731,-1.2384593,0.23125362,-0.13179988,-0.1718911,False,True,2018-02-24 17:00:00,0.0,0.0,0.0,1.0
379,-0.78556675,-1.3862731,1.1339945,0.47540903,-1.2614309,-0.29827526,-0.13179988,-0.1718911,False,True,2018-02-24 18:00:00,0.0,0.0,0.0,1.0
306,-0.9027791,-1.5336118,1.0374917,0.7335206,-1.4605178,-0.6436202,-0.13179988,-0.1718911,False,True,2018-02-24 19:00:00,0.0,0.0,0.0,1.0
233,-0.9865021,-1.2880473,-0.31354555,0.5724064,-1.3686316,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 20:00:00,0.0,0.0,0.0,1.0
232,-1.0199913,-1.3371602,-0.41004825,0.79928154,-1.4222318,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 21:00:00,0.0,0.0,0.0,1.0
219,-1.0702251,-1.2880473,-0.79605883,0.8222979,-1.4298891,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 22:00:00,0.0,0.0,0.0,1.0
187,-1.1288313,-0.9442571,-0.41004825,0.48362914,-1.2920597,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-24 23:00:00,0.0,0.0,0.0,1.0
182,-1.1706928,-0.6986926,-0.5065508,0.5000694,-1.2154877,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 00:00:00,0.0,0.0,0.0,1.0
189,-1.1958097,-0.7478055,-1.0855669,0.5822705,-1.2537738,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 01:00:00,0.0,0.0,0.0,1.0
124,-1.204182,-0.6004668,-0.60305345,0.5050014,-1.2001734,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 02:00:00,0.0,0.0,0.0,1.0
103,-1.1874374,-0.7969184,-0.89256144,0.34717524,-1.269088,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 03:00:00,0.0,0.0,0.0,1.0
52,-1.1706928,-0.7478055,-0.98906416,0.19921318,-1.2384593,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 04:00:00,0.0,0.0,0.0,1.0
37,-1.1372036,-0.8460313,-0.79605883,0.008506506,-1.2537738,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 05:00:00,0.0,0.0,0.0,1.0
54,-1.1455759,-0.6986926,-1.0855669,0.17126478,-1.1925162,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 06:00:00,0.0,0.0,0.0,1.0
77,-1.1623205,-0.55135393,-0.79605883,0.18934904,-1.146573,-0.65513176,-0.13179988,-0.1718911,False,True,2018-02-25 07:00:00,0.0,0.0,0.0,1.0
158,-1.1874374,-0.20756367,-1.0855669,0.26333007,-1.0317152,-0.5860627,-0.13179988,-0.1718911,False,True,2018-02-25 08:00:00,0.0,0.0,0.0,1.0
173,-1.1037143,-0.502241,-0.60305345,-0.0704066,-1.0776583,-0.1601373,-0.13179988,-0.1718911,False,True,2018-02-25 09:00:00,0.0,0.0,0.0,1.0
195,-0.9027791,-0.7969184,-0.60305345,0.20907731,-1.0393724,0.63415605,-0.13179988,-0.1718911,False,True,2018-02-25 10:00:00,0.0,0.0,0.0,1.0
